STATE,COUNTY,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,V_PCT_65YRS
TN,Clay,26.7,4.4,19512,19.4,24,19.9,18.7,7.7,5.6,0,2.5,27.6,2.1,4.9,1.4,47.9
TN,Hardeman,20.8,13.3,17352,20.9,17.5,19.5,19.3,10,45.5,0.4,1.2,21.6,0.9,7,15.3,72
TN,Johnson,23.5,3.8,19784,20.4,21.9,16.7,23.6,3.7,7.3,0.2,1.1,20.4,1,6.7,10.8,59.1
TN,Scott,22.3,9,19179,21.2,16.2,24.4,25.9,11.9,2.7,0.1,2.7,24.8,0.7,5.9,1.6,65.7
TN,Shelby,20.6,7.7,28828,11.8,12.7,25.2,12.6,12.8,63.9,1.9,11.5,0.9,2.3,8.9,1.9,76.1
TN,Van Buren,19,11.8,19560,20.1,22.1,18.7,25.1,3.2,4,0,0.1,21.8,2.5,6.4,1.8,89.3
UT,Piute,17.1,3.5,16932,13.1,25.2,23.2,25.5,1.2,2.6,0.2,0,9.2,0.8,1.4,1.9,60.8
VA,Montgomery,24.3,4.7,28920,7.5,11.9,15.7,10.1,5.9,16.4,0.8,15.8,11.1,1.7,5.1,9.4,69.7
VA,Charlottesville City,24.6,4.1,35026,9.1,10.7,15.7,9,8.1,34.3,2.8,18,0.9,1.8,11.7,6.2,69.6
VA,Lexington City,21.6,4.2,17762,10,15.7,8.8,13.8,4.2,17.9,0,11.5,0.6,0,9.5,46.3,78.2
VA,Lynchburg City,21.8,6.2,22972,11.1,14,19.4,12.9,10.6,37.7,1.3,16.4,0.8,1.7,12,13.3,64.7
VA,Roanoke City,20.5,6.8,26119,14.5,15.9,21.9,14.7,12.1,41,1.9,14.6,0.6,2,13.7,2,63.5
WV,Gilmer,18.9,9.6,17313,15.2,16.2,14.9,17.4,5.8,19,1.6,3.6,23.1,0.1,7.9,19.6,54
WV,Logan,23.3,13.2,21672,19.8,18.5,20.7,28.8,8.2,4.1,0,2.6,21.5,1.4,11.2,1.7,49.2
WV,Roane,20.9,9.7,20574,22.4,20.6,21.7,26,6.3,3.1,0.1,1.5,20.7,1.5,8.7,0.7,7
WI,Milwaukee,19.9,6.2,28121,12.2,12.9,24.2,12.8,13,48.3,3.2,18.9,0.6,2.5,13.7,2.4,85.4
AL,Choctaw,22.2,10.6,22182,18.6,22.1,20.3,28.4,8.7,43.6,0.4,1.1,31.6,1.4,10.1,1.4,88.2
AL,Conecuh,22.2,11.5,17542,19.2,21.6,21.2,22.8,10.8,49.9,0,0.5,28.7,1.1,6.8,0.4,59.4
AL,Marengo,21.8,9.7,23056,16.2,18.9,22.9,25,7,55,0.1,1.4,24.6,0.7,10.4,1.2,76.9
AL,Monroe,30.9,17.5,18890,16.3,18.9,22.9,13.8,8.4,45.7,0.1,1.2,22.6,0.6,11,1.2,60.1
AR,Dallas,14.3,4.9,19401,16.4,21.3,22.8,23.2,10.2,46.8,0.7,1,25.4,0.4,11.3,9.4,72.3
AR,Desha,29.1,10.7,18475,21.2,18.1,25.7,20.7,11.1,54.5,2.7,1.4,15.6,1.4,15.7,0.7,80.5
AR,Jefferson,23.2,10,20925,14,16.3,22.4,18,11.1,60.8,0.4,7.1,12.4,2.1,10.2,8.5,60.1
AR,Mississippi,25.8,9.3,20879,19.3,14.1,26.6,19.5,14.9,41.5,1.1,1.7,8.4,4.4,9.8,1.9,67.3
AR,Polk,24.5,9,20176,15.4,22.2,23.3,22.5,8.2,12.3,1.1,2.2,20,4.7,6.5,0.6,46.6
AR,Sevier,21,5.2,20627,25.7,14.1,28.7,13.8,7.7,42.2,9.1,0.3,23.9,7.6,4.3,0.7,65.1
CA,Alameda,10.6,5.1,44283,12,13.1,21,9.4,7.1,68.2,8.4,21.5,1.2,7.7,9.6,2,87.9
CA,Los Angeles,16,6.8,32469,21.3,12.9,22.2,9.9,9.4,73.7,13.7,26.8,1.6,11.4,9,1.8,77.6
CA,Monterey,14.1,5.4,28836,28.7,12.8,26.3,8.9,10.3,69.7,18.8,10.3,4.7,13.7,4.7,4.1,78.5
CA,Orange,11.5,5.1,39590,14.9,13.9,22.5,8.6,7.4,59,10.2,18.9,2.8,8.9,4.4,1.4,83.3
CA,Sacramento,15.8,7.4,31311,12.6,13.4,24,12.1,10.2,54.8,6.6,13.1,2.3,4.9,7,1.6,84.3
CA,San Mateo,7,4.1,57375,10.8,15.4,21.1,8.5,5.7,60.4,7.5,20.2,1.1,7.8,5.4,1.3,86.8
CA,Santa Barbara,14.8,6.1,34229,19,14.6,22.3,9.9,8.8,55.1,11,13.6,4.4,10.6,5.6,4.5,83.5
CA,Sutter,16,9.7,26070,22,14.8,26.2,13.8,11.2,53.3,10.7,8.4,5.9,6.4,6,1.1,77.9
CO,Adams,11.5,4.4,28897,17,9.9,27.2,10.5,10.9,49.4,6.6,15.7,6.4,5.4,4.7,0.8,84.5
CO,Conejos,22.4,11.5,19545,13.4,18,27.1,19.8,8.3,56,2.7,2,18.5,3.7,6.4,0.8,73.2
CO,Crowley,28.4,16.1,14988,15.2,12.9,12.7,21.6,9,37.5,2.6,1.6,17.9,2.9,5.4,21,51.9
FL,Collier,12.3,4.6,43256,13.6,30.9,17.7,11.4,6.8,36.7,9.9,27.9,5.1,4.5,5.1,1.1,89.5
FL,Dixie,23.1,5.5,20527,20.7,22.7,18.6,24.5,8.1,15.6,0.3,0.9,50,4.9,8.8,9.5,63.4
GA,Bacon,27.2,5.3,19634,18.5,15.1,25.6,19.4,12.4,26.5,2.8,0.9,35.5,3,5.1,6.3,14.2
GA,Ben Hill,31.6,4.7,17563,17.3,16.2,25.3,16.1,14.1,43.7,0.8,1.9,23.6,0.6,15.8,1.9,14.7
GA,Coffee,22.3,4.6,19709,22.6,13.3,24.6,18.9,11.5,41.7,2.3,1.2,34.7,2,9.4,9.2,49.6
GA,Crisp,30.8,12.2,21581,19.9,17.6,24.9,17.9,13.1,49.8,0.7,3.1,23.2,2.9,12.5,1.8,19.4
GA,Emanuel,27,7.7,17981,20.8,15.5,25.1,18.8,14,40.6,1.3,0.9,25,2.2,10.2,3.8,49.3
GA,Jenkins,29.3,4,16089,20.7,16.8,23.1,14.4,9.7,44,3.1,0,27.1,2.4,11.2,0.8,36.2
GA,Liberty,16.8,11.4,21430,9.1,8.4,28.3,13.6,14.4,60.4,1.5,5.6,15.3,2.8,6.2,3.3,56.4
GA,Pulaski,25.9,4.8,19389,19.6,18.9,17.6,20.4,13.4,40.5,0,3.5,21.1,0.9,8,13.7,10.7
GA,Twiggs,26.1,6.9,19465,29.2,21.2,19.3,21.3,9,44.9,0,0.4,34.2,0.5,9.4,0.8,10.6
GA,Webster,25.3,2.2,21586,22.5,20.9,23.9,15.2,12.1,50.5,1.8,0.6,43.8,0.5,7.4,0.2,20.8
GA,Whitfield,17.8,6.3,23271,30.6,13.5,26.4,10.9,9.5,40.9,10.1,6.8,14.4,6.5,6.2,1.3,31.1
IL,Jackson,27.5,9.4,24521,7.8,14.3,18.2,14,9.2,25.8,0.8,13.9,10.4,1.2,12.1,7.4,71.4
KS,Haskell,12.7,2.6,25417,30.9,14,29.2,7.1,6.2,32.7,6.7,0,23.3,6.7,1.4,1,65.3
KY,Carter,25.9,7.8,17782,21.9,17.8,22.5,19.8,9.3,3.3,0.2,2.3,31.7,2.2,5.9,2.6,63.9
KY,Lewis,28.1,6.9,20059,26.3,17.7,22.1,21.7,7.8,2.2,0,1.5,27.1,0.7,9.4,1.1,61.5
KY,Nicholas,25.8,7.1,22472,22.6,16.6,23.5,24.8,7.6,4.2,0.5,1.6,23.3,3.3,11.1,1.4,94.7
KY,Pike,26.5,8.9,21646,23.9,17.3,20.8,27.1,8.5,3,0.1,2.9,35.7,1.8,7.8,2,68.5
KY,Wayne,24.6,6.2,19130,28.1,19.6,20.9,21.8,5.7,6.6,0.3,1.1,29.3,2.7,9.4,1.3,55.1
MA,Hampden,17.1,6.8,29020,14.7,16,21.9,15.9,12.5,36.7,5,11.4,1.3,2.2,13.4,3.1,81.6
MA,Suffolk,19.3,7,40190,14.5,11.5,16.9,12.3,9.7,55,10.4,31.5,0.2,3.6,32.4,6.2,79.1
MI,Wayne,23.1,10.2,25976,14.1,14.7,23.9,16,12.1,50.4,2.6,11.8,1.7,2.2,13.8,1.3,77.6
MS,Attala,23.1,10.5,20936,23.4,18.7,25.5,22.2,10.9,46.2,0.4,2,22.7,3.4,10.2,1.9,84
MS,Copiah,24,10.6,19434,20.1,16.4,23.4,14.4,11.4,55.9,0.9,0.1,28.3,3.7,7.4,3.6,77.8
MS,Covington,24.4,9.9,18353,16.9,16.2,25,19.3,9.9,39.4,0.1,0.2,27.2,2.1,4.3,1.3,82.6
MS,Jefferson Davis,27,9.9,19233,21.2,21.1,20.3,18.5,9,62.3,0,0.1,23.3,2.2,9.1,1.2,56.7
MS,Montgomery,27.3,10.3,22913,20.5,20.3,22.8,24.2,14.6,47.8,0.3,0.9,15.7,2.4,6.1,1.2,77.8
MS,Pontotoc,19.2,7.2,20401,23.4,14.4,27,19.7,11.8,23.2,1.9,0.7,26.2,4.9,5.8,0.8,79.3
MO,McDonald,19.5,4.4,20270,23.5,14.9,25.8,17,10.1,22.1,4.5,2.1,26.9,6.9,5.6,0.8,46.3
MO,Texas,24.3,9.1,19485,16.6,20.1,21.5,23.7,8.8,8.8,0.3,1.3,17.9,1.8,6.3,5.4,50.6
MO,Washington,20.1,9,18915,23.3,15.9,23,25.9,8,5.7,0.1,0.4,32.3,2.5,6,4.5,49.8
NE,Colfax,12.4,3.2,22407,29.8,12.4,29.9,9.6,6.1,50.4,18.1,1.9,9.3,6.2,4.5,0.9,72.3
NV,Esmeralda,7.2,1.8,24713,12.2,27.4,20,19,5.7,20.9,3.9,12.9,43.9,4.6,6.4,0.5,40.1
NV,Nye,16.2,9.4,25092,14.2,28.9,17.1,24.3,4.6,23.2,1.8,2.7,34.6,3.3,3.7,1.2,66.3
NV,Pershing,15.1,7,19330,18.3,16,16.6,14.1,10,34.4,3.5,2.6,40.9,5.7,7.3,29.2,47.9
NJ,Atlantic,14.3,9.6,31366,13.1,16.9,21.7,13.5,11,43.5,5.9,16.3,2.3,2.8,13.2,2.2,81.4
NY,New York,16.6,5.7,72832,13,15.8,14.4,10.3,5.5,53.1,9.3,89.4,0.1,5.8,77,3.7,80
NC,Alleghany,24.6,5.9,21244,23.4,25.5,17.7,23.3,7.2,13,1.3,0.5,17.1,1.2,3.9,1.5,74.6
NC,Edgecombe,23.6,7.9,20055,20.3,18.4,22.9,16.8,16,63.6,1,2.5,23.9,3.4,11.2,1.4,72.1
NC,Hoke,21,9.1,20656,14,9.1,27.9,17.1,11.8,59.7,3,0.7,19.9,2.2,5.3,2.8,62.2
NC,Lenoir,23,12.3,22361,19.6,19.1,22.6,23.8,11.8,50.6,2.2,3.6,23.6,2.5,11.7,2.4,79.1
NC,Vance,23.9,9.3,23211,20,17.4,23.8,18,14.3,60,1.3,1.7,23.9,3.4,11.6,1.8,71.5
OH,Holmes,11.1,2.2,22923,42.4,13,32.2,8.1,4.1,2.1,2.2,1.6,8.1,4.5,29.5,2,49
OK,McIntosh,21.4,7,22922,14.2,24.6,20.4,24.3,7.8,32,0.3,0.3,35.5,5.2,4.7,1.6,80.4
OR,Malheur,23,7.7,18700,19.1,16.1,25.4,16,11.6,38.6,4.8,6.5,16.9,5.5,8,12.2,78.9
SC,Chesterfield,22.5,9.4,20676,23.9,17.2,22.5,17.7,10.4,39.4,1.4,0.3,35.3,4.4,9.9,1.7,58.5
SC,Clarendon,23.4,11.8,20967,20.2,21.9,19.8,24.3,9.4,52.5,0.7,1,39.9,2.8,10.4,4.6,65.9
SC,Hampton,18.7,9.9,17523,17.6,17.6,21.9,13.4,7.9,59.1,1.1,0.9,37.9,0.3,6.7,6.9,95.9
SC,McCormick,19.1,13.2,24419,18.7,32.3,12.4,22.3,6.7,50,0,0.2,24.7,0.7,6.6,12.7,84.6
TN,Cocke,24.9,10,21332,21.4,20.3,20.8,23.5,9.5,6.6,0.2,1.1,27.2,1.1,5.4,1,77.5
TN,Morgan,22,7.7,19726,18.7,16.5,19.1,22.2,8.9,6.8,0.3,0.3,31.6,2.5,5.1,13,88.9
UT,Sanpete,16.5,7.2,17980,10.3,13.3,26.5,12.4,4.6,14.1,2,3.6,7,5.7,1.8,10.6,67.8
VA,Buckingham,17.1,6.9,19734,22.1,18.3,18.7,17.6,9.4,38.9,0.2,1.4,30.5,1.3,6.1,12.1,60.7
VA,Greensville,16.7,6.6,17500,24,14.8,16.3,16.7,8.7,63.2,0.2,3.3,21.9,1.8,7.8,27.6,62.2
VA,Danville City,21.9,9.2,22200,18,20.1,21.9,19.1,13.1,57,0.7,10.1,3.5,2,16.1,3.9,59.2
VA,Franklin City,16.2,15,25229,17.2,18.8,24.2,13.9,16.8,62.9,0.1,6.6,0.9,0,9.9,1.6,75
VA,Manassas Park City,9.7,6.3,31420,19.8,8.1,25.5,9.8,11.7,65.4,9.4,20.5,0,3.3,4.1,0,54
VA,Martinsville City,25.5,7.8,22669,17.2,19.2,23.9,19.1,14.5,54.7,0.5,9.5,1.1,0.4,13.8,3.3,77.3
VA,Newport News City,15.5,6.7,26993,9.9,12.4,23.2,15.6,12.5,56.6,1.7,17.7,2.7,2.8,10.6,5,79.9
VA,Portsmouth City,17.2,9.2,25179,12.5,14.2,23.5,14.6,12.5,62,0.7,8.8,1,1.7,11.3,3.7,99.9
WA,Grant,14.4,5.6,23633,23.9,13.2,29.8,12.2,9.9,45.7,12.5,6.2,26.3,6.1,4.7,1,79.6
WV,Calhoun,18.9,15.3,19911,19.2,22.7,20,25.9,6.4,2.8,0,0.4,29.5,0.2,8.1,0.3,20.8
WV,Wyoming,21.7,13.2,20831,20,19.6,20.9,33.4,7.2,2.7,0,0.5,28.8,1.9,9.9,0.4,63.5
AL,Hale,26,11.9,20272,16.4,18.3,23.4,21.1,10.6,60.4,0.1,2.8,35.9,3.2,12.4,1.3,79.2
AZ,Graham,21.3,9.4,18113,14.4,13.2,27.3,13,10.7,49.1,2.4,2.6,26.4,6.1,5.8,11.1,93.8
AZ,La Paz,22.1,8,21845,22.7,37.9,16.5,22.5,7.1,42.2,3.9,1.2,52.6,5.2,6.9,1,54
AR,Crittenden,22.2,9.4,21882,17.6,13.3,27.4,17,14.9,57.3,0.5,5.8,8.2,3.5,10.8,1.4,59.4
AR,Monroe,28.1,6.8,22274,22.9,22.4,20.4,23.6,12.4,45.8,0.1,1.5,11.6,1.8,12.8,1,65.9
AR,Nevada,27.7,5.6,18618,13.2,19.9,22.7,22.2,12,36.9,0,1.1,26.6,5.5,6.1,2.2,51
CA,Madera,20.8,8.3,21394,28.1,13.4,27.6,13.2,11.3,65.5,13.2,2.9,6.2,9,6,5.3,76.1
CA,San Francisco,10.9,4.7,64157,11.5,15.1,13.4,10.3,3.8,59.4,11.6,36.8,0.2,6.4,30.6,2.4,83.8
CA,Stanislaus,16.1,10.5,25101,21.7,12.6,27.2,13.2,11.6,57.4,9.7,6.7,4.3,6.7,6.4,1,77
FL,Calhoun,12.2,6.9,18921,21.9,18.4,21.4,22,7.5,23,0.8,0.1,38.4,2.7,6.8,14,64.6
FL,Miami-Dade,18,6.3,26838,18.5,15.6,20.4,10.1,10.8,86.6,21.7,38.5,1.3,6.3,10.4,1.7,90.7
FL,Okeechobee,22.7,7.1,19943,25,19.2,21.8,15.2,10,36.4,6,1.3,37.4,4.7,4.1,7.6,86.3
FL,Taylor,19.8,6.2,16919,22.6,19.1,19.2,22.7,6.6,28,0.7,1.6,32.1,3.5,6.9,17.7,67
GA,Clayton,20,8.5,20419,15.3,8.7,28.1,10.7,17,89.3,4.9,12.4,3.1,3.5,7.1,1.8,35.4
GA,Early,28.8,7.6,17598,19.9,18.6,24.9,14.6,14,54.4,0,0.6,27.1,5.5,8.8,1.4,18.7
GA,Evans,27.3,7.8,20537,25.7,16,26.5,16.7,13.5,43.7,3.8,0.9,33.5,3.1,6.3,4.9,34
GA,Muscogee,21.1,9.2,25318,12.7,12.6,24.8,17.6,12.5,59.3,1.2,14.4,1.6,2.1,10.8,3.7,62.3
GA,Sumter,27.8,9.2,20191,19.3,15.9,23.3,13.7,14.2,60.5,1.4,3.2,16.4,2.7,10.5,6.9,56.5
GA,Tattnall,22.5,3.8,17553,24.6,13.5,20.7,17.2,12.7,41.8,2,0.4,36.7,4.3,6.9,25.3,16.7
GA,Washington,26.6,7.4,19579,19.8,16.7,22.2,17.9,11.2,57.1,0.7,0.6,32.2,2.5,8,9,21
KS,Ford,14.4,5.9,23348,28.5,10.5,30.5,10.1,11.3,59.8,15.2,4.6,12.1,7.1,5.1,2,76.2
KY,Bell,37.1,9,15279,30.5,18.1,21.5,32,9,5.7,0.2,2.4,23.3,1.6,14.3,3.4,66.2
KY,Fulton,29.8,6.6,19043,21.8,19.8,21.9,22.6,15.1,29,0.2,1.9,5.5,0.2,18.8,6.9,99.4
KY,Knox,33.3,7.2,17498,27.7,17,23.8,16.4,10.8,4.1,0.1,1.8,31.4,1.5,11.3,2.3,57.1
KY,Lee,33.5,8.6,17179,29.6,17.3,20.8,31.5,8.9,3.6,0.1,1.6,25.4,0.5,12.2,7.8,68.8
KY,Rockcastle,21,8.3,19913,22.4,17.3,22,24.6,10.3,2.7,0.1,1.4,32.1,1.3,10.1,2,59.3
MD,Baltimore City,21.8,9.1,29700,15.1,13.2,20.9,15.1,12.3,72.5,1.8,16.8,0.1,2.1,28.9,3.9,79.6
MI,Lake,23.8,12.2,19012,17,27.3,16.4,25.8,4.9,15.3,0.2,0.5,26.9,1.7,8,3,65.6
MS,Calhoun,25.1,7.2,19099,22.9,18,23.9,22.2,11.8,35.3,1.1,1,18.7,3.6,8.7,1.7,68.7
MO,Wayne,24.1,9,18759,24.7,22.8,21,29.8,6,5,0.1,0.5,28.5,3.1,8.2,1,61
NE,Dakota,16.6,5.4,24365,25.4,12.9,28.9,10.3,12.1,51,10,10.7,10.9,7,5.6,1.3,87.3
NE,Dawson,13.1,3.7,25590,22.1,15.4,27.5,12.7,12.7,40.5,9.7,7.4,8.4,4.8,6,1.4,53.5
NJ,Cumberland,17.6,7.3,23946,22.1,14.6,23.8,14,14.3,53,7.7,7.9,5.6,3.6,10.3,8.5,63.2
NJ,Hudson,16.3,6.1,38147,15.8,11.5,20.6,9.2,10.2,71.1,13.7,36.8,0.2,7.5,32.2,1.2,74.8
NJ,Union,9.8,6.3,40201,13.8,13.9,23.6,9.2,11,59.7,11.5,15,0.2,4.5,11.6,1.3,73.3
NM,Guadalupe,14.5,6.3,17930,20.1,22.6,17.7,23.1,10.8,81.1,3.3,2.4,31,0.9,8.5,17,31.4
NM,Hidalgo,28.1,9.2,20275,20.8,21,22.9,21.6,6,59.2,4.3,3.4,36.6,1.7,6,2.4,57.5
NM,Mora,19.3,7.4,17689,8.4,25.2,18.7,27.6,4.8,84.4,3.6,0,33.4,3.3,7,0.3,57
NM,San Juan,21.3,8.9,23206,15.8,13.7,27.2,14.8,11.7,61.3,2.2,2.3,32.3,6.4,5.3,1.4,91.4
NY,Queens,13,6.2,30289,18.5,14.8,20.3,9.5,7.8,74.7,15,35.3,0.1,9.5,36.8,1.2,79.6
NY,Rockland,14.3,5.5,38076,12.1,15.3,27.8,9.3,6.3,36.7,8.3,11.7,1.1,6.6,10.6,2.1,82.6
NC,Halifax,25.2,8.7,21016,22.5,19.5,21.6,19.2,12.3,61.5,0.5,3.1,21.9,1.6,11.6,2.8,77.5
OK,Texas,17.6,2.9,22120,26.8,11.1,28,7.6,8.4,55.1,10.7,6.4,21.5,5,4.7,2.3,72.9
OR,Morrow,15.5,4.5,22599,24.7,14.8,28,15.7,7.5,40.1,9.1,2.8,30.7,8.8,3.2,0.5,72.2
SC,Dillon,33.8,8.7,16473,25.1,15.6,25.7,18.3,11.4,54.2,0.8,0.7,33.4,3,11.6,1.3,75.2
SC,Jasper,20.2,9.1,22406,18.5,17.1,21.2,15.4,11.9,57.8,5.3,4.4,30.8,3.6,5.7,1.9,49.4
SC,Williamsburg,25.1,7.3,18454,19.3,19.2,21.4,19.8,10.9,68.8,0.4,1.1,40,2.7,12,5.2,74.6
TN,Bledsoe,20.3,9.3,23453,25.1,18.1,16.2,26.8,6.2,11.2,1.8,1,31.1,2.3,5.8,8,60.5
TN,Grundy,24.3,8.5,18782,24.3,20.4,22.2,24.8,9.3,16.4,0.2,1.1,26.7,2.9,5.7,1.4,47.7
VA,Buchanan,27.7,8.1,18865,29.7,20.6,18,25.5,7,4.9,0.2,1.5,34.5,0.7,7.3,4.2,63.9
VA,Dickenson,24.3,5.6,22924,24.5,20.7,19.8,25.6,7.1,2.3,0,3,31.8,0.6,10.9,3,67.5
VA,Lee,24,10.3,18750,24.3,19.7,19,25.9,6.9,7.1,0.3,1.6,21.9,0.9,10.8,6.2,66.8
VA,Sussex,17.5,8.7,18363,24.1,16.9,15.3,17.9,12.1,61.8,0.7,1.9,24.6,1.4,8.2,31.6,60.8
VA,Wise,22,9.2,21828,25.2,16.9,19.9,26.9,9.5,8.4,0.2,3.1,27.7,1.2,10.1,7.8,68.3
VA,Galax City,25.5,6.4,21722,28.6,22.7,21.3,24.3,11.2,24.7,4.6,6.7,7.5,1.8,13,5.8,69.8
VA,Norfolk City,19.7,8.2,28508,12.3,10.6,19.9,13.1,12.5,56.5,1.4,17.3,0.7,2.3,12.4,10.5,78.2
VA,Norton City,29.4,13.8,20917,19.2,17.3,23.1,23.6,14.7,10.9,0,10.7,15.1,1.7,12.3,1.4,54.6
WV,Clay,27.1,8.1,16780,24.3,19.6,22.6,29.6,5.1,0.8,0.1,1.2,31.6,1.6,8.4,0.8,39.8
WV,Lincoln,25.1,6.8,19423,19.1,18,22.5,26.5,4.5,2.1,0.2,1,30.1,1.7,11.5,0.3,28.9
AL,Macon,25.8,12.1,20125,18.3,18.6,17.9,17.3,10.5,84.4,0,2.5,19,1.3,13,12.1,65.2
AL,Sumter,31.3,12.1,15882,15.8,16.9,19.4,21.8,9.2,75.3,0.4,5.7,30.5,1.3,13.2,6.9,71.8
AK,Aleutians West,8.5,2,37070,11.2,5.8,16.7,7.7,10.1,75.8,8.3,16.6,0.8,10.6,16.4,23.8,58.5
AK,Dillingham,17.2,11.9,25334,12.7,8.6,30.9,12.5,17.5,84.1,0.8,2.4,1.6,23,38.3,7.1,67
AK,Nome,23.1,16.7,22293,15.9,7.5,34.3,10,21.2,85.2,1.4,3,1,30.5,57,5.4,89.3
AZ,Navajo,28.5,14.8,18333,17.2,16.9,27.3,17.9,10.6,58.5,3.4,1.6,21.8,8.8,9.7,2.6,85.3
AZ,Yuma,20.1,9.9,21178,27.9,18,25.6,12,10.4,68.6,14.1,4.6,29.9,7,6,2.6,70.9
AR,Chicot,29.2,9.7,21843,19.3,19.5,22.7,24.4,13.9,61,1.1,4.8,17.3,2,16,6.6,82.2
AR,St. Francis,26.6,8,17491,19.4,15.2,22,18.9,12.3,59.9,0.4,2.7,17.5,2.8,13.1,13.1,73
CA,Colusa,13.8,5.1,27336,30.6,13.8,27.4,12.3,13.2,64.3,16,2.7,7.2,6.9,5.4,1,75.6
CO,Costilla,30.1,11.1,20715,21.5,26.8,18.2,28.1,7.8,67,8.6,0.5,19.5,2.7,9.7,0,73.8
FL,Glades,17,10.8,21020,24.4,25.9,15.9,20.4,6.9,39.7,5.1,0.4,51.4,2.5,4.5,10.2,43.7
GA,Candler,32.8,6.3,18718,23.4,17,25.1,18.1,16.2,39.3,1.1,0.7,38.2,5.1,9.5,2.4,21.9
GA,Clay,41.1,17.3,16199,20.2,22.7,19.5,20.7,10.2,69.9,0,1,38.9,1.7,14.8,1.8,53.5
GA,Clinch,39.2,6.6,16538,29.2,15.2,26.8,15.3,13.1,34.6,1,0.3,38,3.9,8.5,7,57.5
GA,Jeff Davis,20.6,5.9,18042,22.3,15.3,27,16.6,11.7,28.6,2.2,1.7,34,4.5,9,0.9,13
GA,Telfair,28.2,2.6,15200,29.7,16.9,17,11.8,10.3,50.8,8.6,0.9,31.1,1.9,7,20.3,25.2
GA,Terrell,31.9,8.6,19330,23.4,18.3,23.3,15,16,64.5,0.1,1.5,15.5,3.8,12,3.7,24.9
KS,Finney,14.8,4.7,23637,29.1,10.2,30.9,10.6,13.5,58.1,12.6,5.1,13.3,8.4,4.2,1.6,59.5
KS,Seward,16.7,5.3,20352,31.8,9.8,31.9,7.7,16.5,69.2,17.2,4.2,13.9,6.8,5.6,2.3,71.4
KY,Elliott,30.3,4.7,14461,22,18.4,18.6,24.6,10.5,3.9,0.2,1.1,39.3,0.8,6.1,18.3,41.8
KY,Floyd,31.7,11.7,18462,26.2,17.1,21.5,29,8.5,2.9,0.1,1.9,30.6,2.3,9.5,2.3,75.1
KY,Harlan,36.2,9.5,15834,28.4,17.3,22.8,31.7,8.1,4.9,0.2,2.4,19.5,2,13.1,2.6,67.7
KY,Lawrence,26.7,9.1,18199,24.9,16.9,23.7,23.5,4.9,3.1,0.6,0.8,37,2.6,7.8,0.7,69.1
KY,Letcher,32.4,12.8,18811,24.8,17.9,21.7,30.8,10.7,2.5,0.2,2.4,27.3,3.4,8.2,1,72
KY,Magoffin,27.6,11.8,18233,30.9,16,22.7,31.1,6.8,0.4,0,2.1,48.9,3.9,9.5,1,72.5
KY,Morgan,24.7,5.9,17307,26.6,15.2,18.7,26.1,9.5,7,0,2.8,31.9,2.7,6.7,12.3,62
MS,Sharkey,25.9,16.5,17877,26.3,17.4,24.4,21.4,9.6,74.9,0,0,25.2,4.4,14.6,3.1,79.6
MS,Washington,33.3,15.1,19884,21.5,14.8,26.2,19.7,14.4,74.7,0.7,5.8,8.3,3,13.3,1.1,81.4
MO,Dunklin,27.1,7.6,19818,24.5,17.9,25.8,22.6,12.1,19.2,1.8,1,11.1,2.2,9.9,2.4,57.4
MO,Mississippi,25,7.4,18462,25.5,17.1,21.9,20.3,14,28.4,0,1.3,7.8,2.8,12.8,12.6,68.9
MT,Blaine,29.6,15.2,18155,10.9,14.6,29.9,21.2,8.8,55,0,3.6,12,5.9,8.7,1.9,98.2
NE,Thurston,28.3,15,20396,12.4,12.1,35.8,12.6,16.8,63.8,1.2,4.2,6,12.8,7.7,0.7,88.2
NV,Lander,14.9,9.3,33329,15.1,14.3,29.2,11,15.3,32,4,1.9,48.3,4.8,11.3,1,55.3
NM,Lea,16.6,6.4,24879,27.1,11,30.2,11.8,12.4,63.9,6.7,5.6,19.7,5.5,4.6,3.7,33.6
NC,Duplin,24.1,9,19455,25.8,17.3,24.4,19.5,9.2,48.2,7,1.6,36.1,4.6,7.4,0.8,59.2
NC,Hertford,23.4,11,18918,20.8,18.8,19.2,21.5,12.3,66.6,1,2.4,26.1,2.3,9.9,9.1,46.8
NC,Tyrrell,25.2,5.3,18682,24.5,21.3,12.9,23.6,6.6,46.7,0.8,0,30.3,1.8,9.1,17,69.8
SC,Lee,25,8.5,17544,21.3,17.4,20.5,21.4,7.5,67.7,0.1,1.8,34.3,2.1,10.4,9.2,66.9
SD,Mellette,48.3,8.2,13538,18.9,14.9,31.8,11.1,11.4,59.5,0.3,0,23.5,8.5,11.4,1.9,53.4
VA,Petersburg City,25.8,11.3,22356,19,16.4,21.4,20.9,13.6,85,1.2,18.1,1.4,2.8,18.9,2.3,61
WA,Franklin,15.7,5.6,23373,25.2,8.7,33,11.2,14.7,59.3,14.5,6.6,10.7,10,3.8,2.5,79.5
WI,Menominee,32.6,5.9,20538,8.8,12.6,32.7,15.8,22.4,90.2,0.2,0,8.3,8.8,11.3,1.2,97.2
